state,Children 0-18,Adults 19-25,Adults 26-34,Adults 35-54,Adults 55-64,65+,year,Total People Experiencing Homelessness,gdp,American Indian or Alaska Native,Asian or Pacific Islander,Black or African American,White,gini,international_migration,unemployment_rate,State,Population,Index,Violent,Property,Murder,Rape,Robbery,Aggravated Assault,Burglary,Larceny-Theft,Vehicle Theft,with_death_penalty,Violent_Crimes,Violent_Crime_Rate
Alabama,0.258,0.095,0.113,0.282,0.118,0.135,2008,5387,174526.3,33518,58975,1259177,3366536,0.47,5409,0.05,AL,4677464,211401,21109,190292,357,1618,7344,11790,50379,126461,13452,1,42218,0.009025831091377721
Alabama,0.257,0.093,0.116,0.277,0.12,0.137,2009,6080,170930.9,34844,62645,1271247,3389202,0.47,5319,0.098,AL,4708708,199201,21194,178007,322,1504,6265,13103,48844,118072,11091,1,42388,0.009002044722246527
Alabama,0.254,0.094,0.113,0.276,0.126,0.138,2010,6046,177249.2,35759,65216,1281634,3402905,0.47,1053,0.093,AL,4785401,187191,18363,168828,275,1355,4864,11869,42484,115564,10780,1,36726,0.007674591951646268
Alabama,0.251,0.094,0.112,0.274,0.129,0.14,2011,5558,183916.6,35697,67196,1288707,3408042,0.47,5162,0.087,AL,4803689,193358,20166,173192,299,1370,4906,13591,51119,111411,10662,1,40332,0.008396047287824004
Alabama,0.249,0.095,0.112,0.27,0.13,0.144,2012,5209,189245.5,35831,70718,1298786,3411297,0.47,6282,0.073,AL,4817528,190571,21693,168878,342,1296,5020,15035,47481,111523,9874,1,43386,0.009005863588130675
Alabama,0.248,0.094,0.113,0.265,0.131,0.149,2013,4689,194786.9,35862,73272,1308730,3413722,0.48,5494,0.072,AL,4833996,182669,20834,161835,346,1449,4645,13788,42410,108862,10563,1,41062,0.008494421592405123
Alabama,0.243,0.094,0.113,0.263,0.133,0.154,2014,4561,197406.9,36048,75449,1316194,3416046,0.48,4159,0.068,AL,4846411,174814,20727,154087,276,1425,4702,13744,39723,104223,10141,1,40874,0.00843386992972738
Alabama,0.243,0.09,0.115,0.261,0.134,0.158,2015,3970,202372.4,36311,78032,1324193,3416267,0.4811,5095,0.061,AL,4853875,167742,22957,144785,348,1449,4612,15960,35265,99182,10338,1,45326,0.009338106152300997
Alabama,0.241,0.09,0.115,0.258,0.135,0.161,2016,4111,207368.4,36583,80802,1329793,3419646,0.4847,6301,0.06,AL,4860545,169137,25878,143259,407,1915,4687,18869,34045,97498,11716,1,51756,0.010648188629052915
Alabama,0.24,0.091,0.113,0.255,0.136,0.165,2017,3793,214606.3,36834,83101,1335123,3422931,0.4768,3546,0.044,AL,4875120,169243,25469,143774,419,2001,4233,18816,31270,99707,12797,1,50938,0.010448563317415777
Alabama,0.237,0.088,0.117,0.251,0.136,0.171,2018,3434,223859.3,37220,84667,1340474,3429267,0.4859,3940,0.039,AL,4887681,164269,25567,138702,383,2032,4047,19105,29101,96328,13273,1,51134,0.010461812053609881
Alabama,0.237,0.087,0.115,0.251,0.135,0.175,2019,3261,231561.9,37699,86288,1345267,3438711,0.4741,2293,0.03,AL,4903185,156179,25046,131133,358,2068,3941,18679,26079,92477,12577,1,50092,0.0102162166020658
Alaska,0.282,0.113,0.122,0.289,0.12,0.074,2008,1646,55122.5,117376,46039,30075,493965,0.4,1197,0.064,AK,688125,24576,4479,20097,27,445,644,3363,3232,15235,1630,0,8958,0.013017983651226158
Alaska,0.291,0.103,0.122,0.291,0.117,0.077,2009,1992,49957.8,119327,49128,30573,499867,0.4,1022,0.077,AK,698473,24952,4424,20538,22,513,654,3235,3600,15251,1687,0,8848,0.012667633537731595
Alaska,0.287,0.094,0.125,0.292,0.125,0.077,2010,1863,53331.6,120775,51550,31750,509907,0.42,480,0.08,AK,714146,24796,4537,20259,31,533,594,3379,3105,15535,1619,0,9074,0.012706085310286693
Alaska,0.278,0.102,0.126,0.282,0.13,0.083,2011,2128,56896.3,122230,53630,32700,513789,0.41,1442,0.076,AK,723860,23510,4416,19094,30,436,576,3374,2852,14854,1388,0,8832,0.012201254386207278
Alaska,0.27,0.106,0.129,0.278,0.134,0.085,2012,1913,58283.6,123496,55865,34085,517364,0.42,2482,0.07,AK,730307,24449,4412,20037,30,583,630,3169,2950,15565,1522,0,8824,0.012082589924511198
Alaska,0.272,0.107,0.136,0.265,0.126,0.094,2013,1946,57247.7,124657,58302,34987,519680,0.41,2995,0.069,AK,737259,25920,4709,21211,34,657,623,3127,2917,16599,1695,0,9150,0.012410835269559273
Alaska,0.272,0.109,0.131,0.261,0.131,0.096,2014,1784,56484.9,125581,59232,34958,517304,0.42,1343,0.068,AK,737046,25018,4684,20334,41,553,629,3243,3150,15445,1739,0,9150,0.012414421894969921
Alaska,0.271,0.111,0.136,0.251,0.131,0.1,2015,1956,51490.9,126461,60698,35203,516068,0.4322,2417,0.065,AK,737709,26197,5391,20806,59,648,761,3671,3511,15249,2046,0,10530,0.014273921017637036
Alaska,0.272,0.102,0.142,0.251,0.132,0.103,2016,1940,50727.7,127301,62891,36008,516375,0.4081,2442,0.066,AK,741522,30842,5966,24876,52,1053,850,4011,4053,17766,3057,0,11932,0.01609122858121539
Alaska,0.271,0.09,0.138,0.259,0.13,0.113,2017,1845,53301.5,127751,64937,36444,511851,0.4241,2792,0.072,AK,739795,32337,6133,26204,62,863,951,4257,4171,17775,4258,0,12266,0.01658026885826479
Alaska,0.27,0.088,0.132,0.258,0.133,0.121,2018,2016,54899.6,128089,65043,36516,506976,0.4322,742,0.066,AK,735139,30900,6555,24345,47,1212,896,4400,3985,16364,3996,0,13110,0.017833362126074115
Alaska,0.259,0.093,0.139,0.246,0.132,0.13,2019,1907,54728.2,128158,65688,36330,503427,0.4376,1232,0.061,AK,731545,27637,6343,21294,69,1088,826,4360,3563,15114,2617,0,12686,0.017341380229514248
Arizona,0.279,0.09,0.126,0.266,0.105,0.134,2008,12488,262926.0,346539,209252,294617,5429954,0.45,27031,0.06,AZ,6499377,296956,31274,265682,454,2193,9757,18870,58125,169346,38211,1,62548,0.009623691624597249
Arizona,0.277,0.092,0.129,0.263,0.108,0.132,2009,2852,246424.3,353144,217943,308020,5464047,0.45,26997,0.098,AZ,6595778,264849,28128,236721,380,2279,8199,17270,54308,155976,26437,1,56256,0.008529092398197756
Arizona,0.27,0.093,0.119,0.261,0.116,0.14,2010,13711,251153.0,359579,225783,317872,5504108,0.46,2723,0.104,AZ,6413158,253330,26528,226802,408,2191,6953,16976,50932,154137,21733,1,53056,0.008272991247058001
Arizona,0.266,0.095,0.117,0.259,0.119,0.144,2011,10504,260915.7,365246,236036,326863,5545271,0.46,17104,0.094,AZ,6467315,256685,26789,229896,397,2499,7145,16748,54695,155400,19801,1,53578,0.008284427154081717
Arizona,0.262,0.095,0.118,0.257,0.119,0.151,2012,11302,271440.0,371744,246269,337789,5600542,0.46,15673,0.083,AZ,6551149,259778,28077,231701,358,2282,7383,18054,52911,159808,18982,1,56154,0.008571626137643945
Arizona,0.258,0.095,0.119,0.252,0.12,0.155,2013,10562,278591.6,377601,257339,348298,5651452,0.47,18580,0.078,AZ,6634997,250870,27576,223294,355,2344,6656,17391,48292,158036,16966,1,54322,0.008187192850275592
Arizona,0.255,0.096,0.117,0.251,0.12,0.161,2014,10495,287666.6,383884,269582,360255,5719152,0.47,21867,0.069,AZ,6728783,239828,26422,213406,311,2356,6225,16614,43412,152683,17311,1,51928,0.007717294494413031
Arizona,0.251,0.095,0.117,0.25,0.121,0.166,2015,9896,299393.3,389602,279743,373741,5789724,0.4702,20141,0.061,AZ,6817565,235152,27968,207184,306,2268,6360,18193,38010,152388,16786,1,55095,0.00808133109108604
Arizona,0.249,0.094,0.118,0.246,0.121,0.172,2016,9707,313081.4,396100,292668,389062,5866937,0.4713,20694,0.053,AZ,6908642,239859,32542,207317,389,3304,7045,21804,38216,150618,18483,1,65084,0.009420664726873964
Arizona,0.247,0.093,0.119,0.245,0.123,0.173,2017,8947,332001.8,402447,302317,402977,5940347,0.4668,13662,0.049,AZ,7048876,240646,35647,204999,422,3622,7440,24163,37722,148251,19026,1,71294,0.010114236652765632
Arizona,0.244,0.092,0.12,0.243,0.123,0.178,2018,9865,351879.5,409153,310022,418432,6026621,0.4613,8180,0.048,AZ,7158024,226783,34053,192730,383,3605,6509,23556,31787,141789,19154,1,68106,0.009514637000378875
Arizona,0.24,0.093,0.121,0.241,0.124,0.182,2019,10007,372393.5,415075,321459,434571,6120738,0.4591,11618,0.047,AZ,7278717,210779,33141,177638,365,3662,6410,22704,28699,130788,18151,1,66282,0.00910627518558559
Arkansas,0.263,0.09,0.114,0.276,0.117,0.141,2008,3255,99706.8,27242,42091,458375,2346846,0.46,3642,0.054,AR,2867764,124224,14472,109752,164,1425,2756,10127,33772,69482,6498,1,28944,0.01009288072519217
Arkansas,0.262,0.09,0.118,0.272,0.12,0.14,2009,14721,97508.1,28106,44948,462207,2361582,0.46,3662,0.075,AR,2889450,123983,14905,109078,179,1378,2576,10772,34753,68228,6097,1,29810,0.010316842305629098
Arkansas,0.26,0.091,0.111,0.27,0.124,0.143,2010,2762,101486.5,29140,47581,467425,2377852,0.46,880,0.079,AR,2921588,118531,14711,103820,134,1321,2369,10887,32463,65796,5561,1,29422,0.01007055067312708
Arkansas,0.257,0.089,0.117,0.266,0.127,0.145,2011,3424,105768.1,29648,50464,470981,2389945,0.47,4010,0.079,AR,2938582,124603,14173,110430,160,1230,2357,10426,34016,70645,5769,1,28346,0.009646149061009699
Arkansas,0.255,0.091,0.117,0.263,0.126,0.149,2012,4214,108492.1,30389,53559,473397,2395531,0.46,4017,0.073,AR,2949828,123240,13851,109389,174,1233,2310,10134,32673,70982,5734,1,27702,0.00939105602089342
Arkansas,0.255,0.089,0.118,0.259,0.127,0.153,2013,3812,113227.3,30733,55030,476299,2398397,0.47,2627,0.074,AR,2958765,120182,13705,106477,158,1135,2261,9796,30369,70430,5678,1,27055,0.009144017858802575
Arkansas,0.256,0.089,0.115,0.258,0.127,0.156,2014,2936,116139.4,31243,57005,478955,2401556,0.47,3424,0.061,AR,2966835,113700,14248,99452,175,1291,2037,10220,24816,69001,5635,1,27971,0.009427892012868934
Arkansas,0.25,0.09,0.116,0.256,0.128,0.159,2015,2560,117786.8,31786,59358,482555,2406033,0.4773,3620,0.052,AR,2977853,113160,15769,97391,189,1425,2117,11455,22851,68720,5820,1,30955,0.010395073228933733
Arkansas,0.253,0.091,0.113,0.251,0.129,0.163,2016,2463,119152.4,32615,62377,486032,2410791,0.4719,3700,0.04,AR,2988231,114655,16563,98092,217,2214,2125,12007,23814,67091,7187,1,33126,0.011085488370878959
Arkansas,0.251,0.091,0.113,0.25,0.13,0.165,2017,2467,122466.7,33426,64953,488611,2416865,0.4725,2503,0.037,AR,3002997,111415,16996,94419,249,2140,1998,12609,22369,64795,7255,1,33992,0.011319358627397896
Arkansas,0.249,0.087,0.118,0.247,0.13,0.167,2018,2712,127535.7,34141,66272,490916,2420832,0.4845,1052,0.037,AR,3009733,106081,16904,89177,222,2341,1593,12748,19520,62350,7307,1,33808,0.011232890093573084
Arkansas,0.247,0.087,0.115,0.248,0.131,0.173,2019,2717,131578.3,34629,68061,493205,2425090,0.475,1668,0.035,AR,3017804,103893,17643,86250,242,2331,1557,13513,18095,60735,7420,1,35286,0.011692608267468662
California,0.272,0.101,0.126,0.288,0.102,0.112,2008,136531,1944695.3,669667,5281970,2662354,27990346,0.47,167173,0.072,CA,36580371,1265939,185173,1080766,2142,8903,69385,104743,237724,650513,192529,1,370346,0.010124172879493212
California,0.271,0.098,0.129,0.285,0.106,0.112,2009,123678,1890165.9,709279,5412716,2691724,28147510,0.47,165600,0.113,CA,36961664,1184367,174934,1009433,1972,8713,64093,100156,230198,615402,163833,1,349868,0.009465699379768183
California,0.265,0.101,0.127,0.282,0.111,0.114,2010,123480,1954092.7,740722,5542105,2722583,28314140,0.47,19063,0.124,CA,37338198,1146072,164133,981939,1809,8331,58116,95877,228857,600558,152524,1,328266,0.00879169369662671
California,0.262,0.102,0.127,0.279,0.114,0.117,2011,125128,2023500.0,746596,5670008,2740917,28478790,0.48,96569,0.118,CA,37683933,1128765,154943,973822,1792,7665,54291,91195,230075,596905,146842,1,309886,0.008223292404219061
California,0.258,0.103,0.127,0.277,0.115,0.121,2012,120098,2113096.4,752532,5797634,2757917,28636468,0.48,95561,0.105,CA,37999878,1210409,160944,1049465,1884,7837,56521,94702,245767,635090,168608,1,321888,0.00847076403771612
California,0.253,0.102,0.129,0.273,0.116,0.126,2013,118552,2220389.9,758069,5942678,2772458,28780563,0.49,113526,0.089,CA,38431393,1173646,154739,1018907,1746,7464,53640,89029,232058,621557,165292,1,306618,0.007978321264597408
California,0.25,0.101,0.131,0.271,0.118,0.129,2014,113952,2335286.5,764102,6097929,2793879,28930796,0.49,127975,0.075,CA,38792291,1100956,153763,947193,1700,8389,48681,91804,202669,592673,151851,1,304337,0.00784529586045846
California,0.246,0.1,0.132,0.269,0.12,0.133,2015,115738,2473555.9,770071,6266689,2811957,29055579,0.4876,153571,0.062,CA,38993940,1191797,166883,1024914,1861,9341,52862,99349,197404,656517,170993,1,330296,0.008470444381870619
California,0.245,0.098,0.133,0.267,0.121,0.137,2016,118142,2569634.0,775657,6414728,2826208,29132593,0.4899,138763,0.054,CA,39296476,1176866,174796,1002070,1930,13702,54789,104375,188304,637010,176756,1,349592,0.008896268459288818
California,0.242,0.096,0.135,0.266,0.122,0.14,2017,131532,2728743.1,781010,6555922,2842207,29158646,0.4866,109976,0.048,CA,39399349,1165660,178597,987063,1830,14724,56625,105418,176679,642019,168365,1,357194,0.009065987359334287
California,0.241,0.093,0.137,0.264,0.122,0.144,2018,129972,2897200.7,784941,6665890,2855036,29131596,0.4912,68369,0.042,CA,39461588,1118248,176604,941644,1739,15506,54328,105031,164645,621779,155220,1,353208,0.008950678822149782
California,0.237,0.092,0.137,0.263,0.123,0.149,2019,151278,3042694.1,790100,6751372,2863760,29032378,0.4866,33553,0.04,CA,39512223,1095445,174331,921114,1690,14799,52301,105541,152555,626802,141757,1,348662,0.008824155502463123
Colorado,0.259,0.093,0.132,0.3,0.113,0.103,2008,14747,258871.7,84116,159295,231792,4414527,0.46,13248,0.048,CO,4935213,158236,17129,141107,156,2094,3369,11510,28222,99468,13417,1,34258,0.006941544366980716
Colorado,0.261,0.094,0.13,0.294,0.116,0.106,2009,15268,251227.7,88634,165687,239309,4478565,0.45,13078,0.081,CO,5024748,151218,17022,134196,159,2269,3371,11223,26637,95079,12480,1,34044,0.006775265147625314
Colorado,0.259,0.093,0.128,0.289,0.122,0.109,2010,15482,258300.2,93358,172617,247243,4534321,0.46,2532,0.09,CO,5047692,151340,16339,135001,129,2230,3164,10816,26196,97534,11271,1,32678,0.006473849830774144
Colorado,0.254,0.094,0.13,0.285,0.125,0.112,2011,15116,267516.1,95113,179154,252870,4594763,0.46,13093,0.086,CO,5116302,148866,16085,132781,155,2285,3299,10346,25725,96054,11002,1,32170,0.006287744546744895
Colorado,0.252,0.095,0.129,0.279,0.126,0.118,2012,16768,276823.1,96581,186201,259425,4651453,0.46,11747,0.08,CO,5189458,155306,15951,139355,152,2122,3392,10285,26163,101091,12101,1,31902,0.006147462798619817
Colorado,0.251,0.095,0.13,0.275,0.127,0.123,2013,9754,292140.5,98696,193424,266716,4711938,0.46,9510,0.068,CO,5272086,156073,16099,139974,174,2198,3136,9826,25075,102375,12524,1,31433,0.005962156156026286
Colorado,0.247,0.094,0.133,0.271,0.127,0.128,2014,10028,309542.6,100708,200939,274825,4776165,0.46,10182,0.05,CO,5355588,152276,16487,135789,150,2236,3037,10211,23502,99688,12599,1,32121,0.0059976607610592895
Colorado,0.245,0.093,0.136,0.268,0.128,0.131,2015,9953,320721.1,103296,210785,283486,4856761,0.458,13926,0.039,CO,5448819,161392,17348,144044,173,2422,3315,10532,23490,104532,16022,1,33790,0.006201343814136604
Colorado,0.241,0.093,0.135,0.268,0.128,0.135,2016,10550,329911.7,105791,219094,290959,4928000,0.4586,10146,0.033,CO,5530105,171176,19030,152146,189,3635,3525,11681,23825,108680,19641,1,38060,0.006882328635713065
Colorado,0.238,0.09,0.139,0.266,0.128,0.14,2017,10940,349156.5,108006,226588,296989,4985838,0.4553,8839,0.028,CO,5615902,172933,20901,152032,222,4021,3868,12790,22618,107470,21944,1,41802,0.007443505958615375
Colorado,0.238,0.089,0.139,0.265,0.126,0.143,2018,10857,372212.1,110507,234786,304935,5046927,0.4561,11306,0.033,CO,5691287,177143,22851,154292,215,4328,3781,14527,21757,110518,22017,1,45702,0.008030169625956308
Colorado,0.231,0.089,0.141,0.265,0.126,0.148,2019,9619,394534.7,112626,239986,310725,5095149,0.4548,3576,0.028,CO,5758736,171127,21938,149189,218,3872,3663,14185,20064,107012,22113,1,43876,0.007619033065589393
Connecticut,0.249,0.082,0.102,0.314,0.119,0.134,2008,4627,238936.8,18438,141482,401643,2984016,0.49,11391,0.056,CT,3502932,97947,10737,87210,132,680,4043,5882,15107,63212,8891,1,21474,0.006130293137291846
Connecticut,0.247,0.084,0.106,0.306,0.122,0.135,2009,4605,233290.7,19258,146808,409897,2985844,0.48,11322,0.082,CT,3518288,93213,10588,82625,106,657,4001,5824,15172,59992,7461,1,21176,0.00601883643408385
Connecticut,0.244,0.082,0.104,0.303,0.128,0.14,2010,4316,234700.0,20162,152313,417462,2989236,0.49,2481,0.093,CT,3575498,88342,10083,78259,133,595,3553,5802,15145,56413,6701,1,20166,0.005640053497442874
Connecticut,0.241,0.08,0.107,0.298,0.132,0.142,2011,4456,233158.7,20654,157521,422892,2987565,0.49,13189,0.089,CT,3586717,87094,9889,77205,129,689,3689,5382,15468,55067,6670,1,19778,0.005514234883878488
Connecticut,0.238,0.084,0.106,0.293,0.133,0.147,2012,4209,240911.9,21307,163228,428470,2982206,0.49,16211,0.084,CT,3591765,87352,10183,77169,117,933,3709,5424,14787,55904,6478,1,20366,0.005670192788225287
Connecticut,0.235,0.082,0.111,0.286,0.137,0.15,2013,4448,241517.4,21919,165848,434428,2973597,0.5,11331,0.077,CT,3599341,80713,9439,71274,91,647,3551,4906,12934,52099,6241,0,18634,0.005177058800485978
Connecticut,0.231,0.084,0.11,0.283,0.139,0.154,2014,4450,246597.0,22404,172025,439150,2962118,0.5,18386,0.066,CT,3594762,77901,8575,69326,89,579,3172,4520,12017,51195,6114,0,16935,0.004711021202516328
Connecticut,0.229,0.087,0.108,0.278,0.142,0.156,2015,4047,259487.8,22864,176918,444251,2944528,0.4916,16726,0.056,CT,3584730,73548,7938,65610,116,585,2925,4099,10286,48898,6426,0,15663,0.004369366730548744
Connecticut,0.225,0.088,0.11,0.272,0.145,0.16,2016,3902,263670.3,23328,180331,448868,2927303,0.4945,14624,0.051,CT,3587685,73044,8169,64875,79,791,2711,4588,10107,47642,7126,0,16338,0.00455391150560877
Connecticut,0.222,0.086,0.114,0.267,0.147,0.166,2017,3388,271443.2,24238,183675,455143,2912268,0.4943,14779,0.047,CT,3573880,71836,8190,63646,105,850,2813,4422,8906,47418,7322,0,16380,0.004583254054417048
Connecticut,0.222,0.084,0.112,0.265,0.147,0.171,2018,3976,279923.0,25306,187086,461907,2900262,0.5014,18949,0.041,CT,3571520,66841,7485,59356,86,873,2205,4321,7983,44181,7192,0,14970,0.0041914926977869365
Connecticut,0.217,0.086,0.113,0.259,0.148,0.177,2019,3033,288536.3,26018,189704,469253,2881047,0.5024,10290,0.037,CT,3565287,57408,6546,50862,104,771,1929,3742,6441,38457,5964,0,13092,0.0036720746464450125
Delaware,0.257,0.09,0.109,0.288,0.121,0.136,2008,933,55459.8,5901,29849,197813,650311,0.45,2057,0.049,DE,876211,37532,6187,31385,57,371,1847,3912,6783,22045,2557,1,12374,0.01412216920353659
Delaware,0.247,0.085,0.12,0.284,0.123,0.142,2009,6228,57849.7,6270,31080,201775,652605,0.43,2016,0.079,DE,885122,35398,5713,29685,41,395,1680,3597,6943,20836,1906,1,11426,0.012908954923728028
Delaware,0.245,0.092,0.112,0.281,0.128,0.143,2010,982,58163.5,6558,31903,205578,655608,0.44,400,0.08,DE,899792,36686,5608,31078,51,326,1839,3392,7550,21593,1935,1,11216,0.012465103046037306
Delaware,0.243,0.087,0.114,0.278,0.13,0.148,2011,1035,61372.2,6610,33248,208931,658801,0.44,1675,0.074,DE,908137,36307,5144,31163,48,307,1558,3231,7617,22001,1545,1,10288,0.011328687191470009
Delaware,0.238,0.094,0.109,0.273,0.131,0.155,2012,1008,62354.6,6565,34430,211844,662679,0.44,1352,0.071,DE,917053,35755,5048,30707,56,249,1498,3245,7389,21880,1438,1,10096,0.011009178313576206
Delaware,0.235,0.087,0.117,0.271,0.133,0.158,2013,946,61716.2,6650,36443,214910,666059,0.45,2504,0.067,DE,925240,33634,4633,29001,41,278,1233,2960,6299,21347,1355,1,9145,0.009883922009424582
Delaware,0.234,0.093,0.112,0.261,0.137,0.164,2014,901,68354.7,6695,37921,218518,669997,0.45,1901,0.057,DE,935968,32483,4568,27915,50,274,1271,2857,5765,20885,1265,1,9020,0.00963708160962768
Delaware,0.231,0.09,0.115,0.258,0.138,0.169,2015,953,71913.9,6738,39766,222424,673137,0.4523,2402,0.049,DE,944076,30305,4760,25545,62,257,1240,3097,4797,19555,1193,1,9416,0.009973773297912457
Delaware,0.228,0.081,0.121,0.253,0.141,0.176,2016,1070,69355.0,6846,40850,226159,676134,0.4522,1834,0.044,DE,952065,31178,4844,26334,56,221,1359,3121,5023,19791,1520,1,9601,0.01008439549820653
Delaware,0.224,0.084,0.119,0.249,0.143,0.183,2017,994,68302.5,7063,41719,229847,679313,0.4811,1714,0.046,DE,957078,27807,4377,23430,51,351,1082,2893,3960,18108,1362,0,8754,0.009146589933108901
Delaware,0.22,0.082,0.117,0.249,0.143,0.19,2018,1082,72168.3,7313,43041,233959,682672,0.4587,670,0.038,DE,965479,26484,4079,22405,46,334,861,2838,3154,17780,1471,0,8158,0.0084496918110078
Delaware,0.218,0.081,0.118,0.242,0.144,0.197,2019,921,76923.7,7478,44511,238438,686241,0.4509,1447,0.038,DE,973764,26046,4115,21931,48,310,790,2967,2968,17359,1604,0,8230,0.008451739846615812
Florida,0.233,0.085,0.108,0.281,0.119,0.174,2008,50158,763341.5,95642,512331,3086395,14832937,0.47,87821,0.063,FL,18423878,885166,126260,758906,1169,5972,36269,82850,188475,506914,63517,1,252520,0.01370612636492708
Florida,0.233,0.088,0.111,0.276,0.119,0.173,2009,55599,735421.0,97488,527477,3133488,14894191,0.47,87381,0.104,FL,18537969,825551,113541,712010,1017,5501,30911,76112,181884,479867,50259,1,227082,0.012249561966577891
Florida,0.227,0.089,0.106,0.277,0.127,0.175,2010,57551,746928.9,99581,543824,3187920,15014818,0.47,22735,0.113,FL,18838613,771004,101969,669035,987,5373,26086,69523,169119,458454,41462,1,203938,0.010825531582394096
Florida,0.224,0.09,0.107,0.272,0.13,0.177,2011,56687,755240.0,101738,561703,3258188,15133978,0.48,102343,0.103,FL,19082262,769398,98198,671200,984,5273,25622,66319,170171,461408,39621,1,196396,0.010292071243964683
Florida,0.22,0.09,0.109,0.269,0.13,0.182,2012,55170,778545.0,104360,580530,3328039,15289087,0.48,100592,0.086,FL,19320749,727075,94087,632988,1009,5260,23889,63929,153563,442095,37330,1,188174,0.009739477491271171
Florida,0.219,0.089,0.109,0.265,0.131,0.187,2013,47862,811751.7,105996,599542,3390783,15455357,0.48,105369,0.073,FL,19600311,699163,91993,607170,972,4765,23200,61054,138915,433344,34911,1,181984,0.009284750634824111
Florida,0.217,0.088,0.111,0.261,0.131,0.192,2014,41542,851692.4,108534,620390,3459222,15665734,0.48,114339,0.063,FL,19905569,675119,91345,583774,982,5038,21621,61610,121379,426197,36198,1,180596,0.009072636908796729
Florida,0.215,0.086,0.112,0.259,0.133,0.196,2015,35900,908519.9,111573,643907,3532210,15931421,0.4872,134725,0.054,FL,20244914,663895,93625,570270,1041,5396,21137,63895,109268,420341,40661,1,185094,0.009142740739723567
Florida,0.213,0.085,0.113,0.255,0.134,0.2,2016,33559,953352.5,114660,671292,3609817,16231468,0.4852,157803,0.049,FL,20612439,642512,88700,553812,1111,5528,20175,59816,100325,410352,43135,1,175330,0.008506028811049483
Florida,0.213,0.083,0.114,0.254,0.135,0.202,2017,32190,1003144.0,117629,695958,3680462,16483040,0.4859,161644,0.042,FL,20976812,612731,85606,527125,1057,7936,18597,58016,88835,395375,42915,1,171212,0.008161964744690471
Florida,0.211,0.081,0.115,0.251,0.136,0.206,2018,31030,1057255.4,120713,714556,3740150,16679507,0.4887,132690,0.036,FL,21244317,567997,81980,486017,1107,8438,16884,55551,71933,372919,41165,1,163960,0.007717828725677554
Florida,0.209,0.08,0.114,0.249,0.137,0.211,2019,28328,1111392.2,123834,732893,3792456,16842873,0.4808,88787,0.031,FL,21477737,542116,81270,460846,1122,8456,16217,55475,63396,358402,39048,1,162540,0.0075678364066009375
Georgia,0.281,0.091,0.124,0.298,0.106,0.101,2008,19095,416377.6,48540,327759,2962628,6165916,0.47,27714,0.063,GA,9697838,434560,47461,387099,650,2344,17862,26605,100662,246844,39593,1,94922,0.009787954799822394
Georgia,0.283,0.092,0.123,0.291,0.108,0.103,2009,20360,409590.8,51638,342019,3023009,6204180,0.47,27346,0.098,GA,9829211,403058,42073,360985,566,2323,14631,24553,98606,229216,33163,1,84146,0.008560809204319656
Georgia,0.274,0.094,0.12,0.291,0.114,0.107,2010,19836,418091.3,53976,356124,3070994,6231115,0.47,4369,0.102,GA,9712157,392517,39068,353449,555,2107,12372,24034,96947,226161,30341,1,78136,0.008045174722772707
Georgia,0.273,0.094,0.121,0.287,0.116,0.11,2011,20975,431653.9,54411,369599,3124114,6255506,0.48,12560,0.099,GA,9812460,393997,36762,357235,549,2066,12266,21881,96014,231543,29678,1,73524,0.007492922264141714
Georgia,0.269,0.094,0.121,0.284,0.117,0.115,2012,20516,447764.7,55263,386984,3172134,6289199,0.48,22454,0.09,GA,9915646,377148,37675,339473,583,2143,12502,22447,86992,223875,28606,1,75350,0.007599101460459561
Georgia,0.267,0.094,0.119,0.281,0.118,0.12,2013,16971,464752.8,55751,403716,3214685,6301440,0.48,23207,0.082,GA,9994759,377327,37519,339808,563,2022,12704,21361,83459,229190,27159,1,74169,0.007420789235638398
Georgia,0.264,0.094,0.121,0.278,0.119,0.124,2014,16521,490079.3,56467,419237,3267909,6327591,0.48,17777,0.072,GA,10097132,378101,38955,339146,607,2209,12786,22415,78029,233359,27758,1,76972,0.00762315477305833
Georgia,0.263,0.092,0.12,0.277,0.121,0.127,2015,13790,521008.2,57418,437759,3325883,6362293,0.4801,26234,0.059,GA,10199398,354904,38891,316013,622,2343,12545,22467,68149,220715,27149,1,76868,0.007536523234018321
Georgia,0.261,0.091,0.121,0.273,0.122,0.133,2016,12909,547546.7,59042,460360,3387170,6401870,0.4813,35276,0.054,GA,10310371,350760,40990,309770,681,2528,12205,24595,63344,219625,26801,1,80999,0.007856070358670895
Georgia,0.258,0.09,0.12,0.272,0.124,0.136,2017,10174,573777.2,60194,478627,3445145,6433065,0.483,21846,0.047,GA,10413055,334769,37118,297651,681,2646,9844,23947,55363,216252,26036,1,74236,0.007129127811194697
Georgia,0.256,0.088,0.124,0.269,0.124,0.14,2018,9499,602366.4,61335,494578,3500431,6463045,0.4822,17766,0.039,GA,10511131,313422,35619,277803,647,2798,8499,23675,46816,205631,25356,1,71238,0.006777386753147687
Georgia,0.253,0.089,0.122,0.267,0.125,0.145,2019,10443,637992.5,62753,511318,3558046,6495903,0.4795,16252,0.034,GA,10617423,288419,36170,252249,654,2922,7961,24633,39506,188967,23776,1,72340,0.006813329373803794
